cluster_key,state,cluster_size,mp_count,constituency_count,vendor_count,sanction_amount,sample_work_ids,sample_description,recommended_evidence
tamil nadu_2250000.0_constructionofroomsandhal,tamil nadu,2,2,2,2,2250000.0,177666; 116334,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_989000.0_constructionofboundarywal,tamil nadu,2,1,1,1,989000.0,177697; 177698,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_349000.0_constructionofroomsandhal,gujarat,2,1,1,1,349000.0,177749; 177767,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_350000.0_constructionofroomsandhal,gujarat,2,2,2,1,350000.0,177772; 15819,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_282000.0_constructionofroadslinkro,gujarat,2,2,2,2,282000.0,177790; 44571,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_999000.0_constructionofcycletracks,tamil nadu,2,1,1,2,999000.0,177799; 210450,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_238000.0_constructionofroadslinkro,gujarat,2,2,2,2,238000.0,177809; 96583,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_200000.0_constructionoftoiletblock,tamil nadu,2,2,2,2,200000.0,177841; 92896,Construction of toilet blocks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_491000.0_constructionofboundarywal,gujarat,2,2,2,2,491000.0,178045; 77803,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_2999000.0_constructionofcommunityce,tamil nadu,2,2,1,2,2999000.0,178049; 64112,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_2000000.0_improvementofelectricityd,rajasthan,2,2,2,1,2000000.0,178092; 190055,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_2000000.0_constructionofgovernmento,karnataka,2,2,2,2,2000000.0,178104; 270416,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_500000.0_constructionofpubliclibra,maharashtra,2,2,2,1,500000.0,178163; 172816,Construction of public libraries and reading rooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_1176000.0_purchaseofhospitalequipme,west bengal,2,2,1,1,1176000.0,178369; 29048,Purchase of hospital equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_183000.0_constructionofroadslinkro,gujarat,2,1,1,2,183000.0,178418; 216830,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jammu and kashmir_147000.0_constructionofroadslinkro,jammu and kashmir,2,2,2,2,147000.0,178503; 236794,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_251000.0_constructionofroadslinkro,uttar pradesh,2,2,1,2,251000.0,178529; 106185,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_500000.0_constructionofpublicirrig,rajasthan,2,2,2,2,500000.0,178545; 15509,Construction of public irrigation facilities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1014000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1014000.0,178561; 57890,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_586000.0_improvementofelectricityd,madhya pradesh,2,1,1,2,586000.0,178616; 178618,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_546000.0_improvementofelectricityd,madhya pradesh,2,1,1,1,546000.0,178624; 178625,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_494000.0_purchaseofitsystemsinclud,kerala,2,1,1,1,494000.0,178704; 178706,"Purchase of IT systems, including hardware and software for educational purposes","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_414000.0_constructionofroadslinkro,kerala,2,2,2,2,414000.0,178724; 42137,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_50000.0_constructionofcommunityce,odisha,2,2,2,2,50000.0,178758; 48248,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_1700000.0_constructionofbuildingsfo,kerala,2,2,2,0,1700000.0,178894; 290757,Construction of buildings for crèches and anganwadies,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_863000.0_constructionofroadslinkro,kerala,2,2,2,2,863000.0,178907; 40044,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_450000.0_constructionofcommunityce,jharkhand,2,1,1,1,450000.0,178960; 178961,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_600000.0_constructionofroadslinkro,gujarat,2,2,2,1,600000.0,179053; 256750,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_433000.0_installingtubewellsandbor,madhya pradesh,2,1,1,1,433000.0,179084; 179095,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_414000.0_installingtubewellsandbor,madhya pradesh,2,2,1,2,414000.0,179085; 105255,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_443000.0_installingtubewellsandbor,madhya pradesh,2,1,1,2,443000.0,179088; 179188,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
manipur_4000000.0_constructionofcommunityce,manipur,2,2,1,2,4000000.0,179160; 103047,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_440000.0_installingtubewellsandbor,madhya pradesh,2,1,1,1,440000.0,179169; 179187,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_415000.0_installingtubewellsandbor,madhya pradesh,2,2,1,2,415000.0,179179; 109985,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jammu and kashmir_121000.0_constructionoffootpathsan,jammu and kashmir,2,1,1,2,121000.0,179232; 100958,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_600000.0_constructionofculvertsand,chhattisgarh,2,2,2,2,600000.0,179296; 269187,Construction of culverts and bridges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jammu and kashmir_164000.0_constructionofroadslinkro,jammu and kashmir,2,1,1,2,164000.0,179307; 237699,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_60000.0_improvementofelectricityd,uttar pradesh,2,2,2,2,60000.0,179438; 20382,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1224000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1224000.0,179505; 195907,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_185000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,185000.0,179668; 200697,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1193000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1193000.0,179704; 78251,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_999000.0_constructionofroomsandhal,chhattisgarh,2,2,2,2,999000.0,179769; 106940,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jammu and kashmir_229000.0_constructionofroadslinkro,jammu and kashmir,2,2,2,2,229000.0,179773; 58287,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_500000.0_naconstructionofpublicirr,tamil nadu,2,1,1,0,500000.0,179850; 306800,NA-Construction of public irrigation facilities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_100000.0_constructionofpublicstair,gujarat,2,2,2,1,100000.0,179939; 251511,Construction of public staircase/ stair ghat for public convenience,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1679000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1679000.0,180015; 232902,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_2035000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,2035000.0,180019; 58572,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_248000.0_crematoriumsenergyefficie,gujarat,2,2,2,2,248000.0,180052; 61397,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_499000.0_constructionofpublictoile,karnataka,2,2,2,2,499000.0,180069; 66150,Construction of public toilets and bathrooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_697000.0_improvementofelectricityd,andhra pradesh,2,2,2,2,697000.0,180262; 48262,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_598000.0_constructionofroomsandhal,rajasthan,2,2,2,2,598000.0,180324; 18409,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_299000.0_installingcommunitydrinki,jharkhand,2,1,1,1,299000.0,180330; 180331,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_2000000.0_nacrematoriumsenergyeffic,maharashtra,2,2,2,0,2000000.0,180368; 299332,NA-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_4799000.0_purchaseofbooksandperiodi,bihar,2,1,1,1,4799000.0,180435; 227989,Purchase of books and periodicals for libraries/digitization of library books,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_439000.0_constructionofroadslinkro,kerala,2,2,2,2,439000.0,180472; 130121,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_250000.0_purchaseofmobilewatertank,madhya pradesh,2,1,1,2,250000.0,180560; 180563,Purchase of mobile water tankers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
goa_200000.0_nainstallationofmultigyme,goa,2,1,1,0,200000.0,180611; 184286,NA-Installation of multi-gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_270000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,270000.0,180739; 241128,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_2000000.0_constructionofbusshedsorb,tamil nadu,2,2,2,1,2000000.0,180816; 26729,Construction of bus-sheds or bus-stops,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_330000.0_installingtubewellsandbor,west bengal,2,1,1,1,330000.0,180836; 230631,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_395000.0_constructionofcommonworks,gujarat,2,2,2,2,395000.0,180862; 216872,Construction of common work sheds/ common covered sitting area,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_775000.0_crematoriumsenergyefficie,west bengal,2,1,1,2,775000.0,181119; 181122,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_549000.0_installingcommunitydrinki,west bengal,2,1,1,1,549000.0,181128; 181133,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_149000.0_providingsupplypipelinesf,telangana,2,2,2,2,149000.0,181159; 92733,Providing supply pipelines for drinking water,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_150000.0_naprovidingsupplypipeline,telangana,2,2,2,0,150000.0,181178; 171816,NA-Providing supply pipelines for drinking water,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_250000.0_nasettingupofkitchenandpa,telangana,2,1,1,0,250000.0,181193; 181195,NA-Setting up of kitchen and pantries,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_1900000.0_constructionofgovernmento,tamil nadu,2,2,2,2,1900000.0,181203; 188574,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_4000000.0_napurchaseofhospitalequip,west bengal,2,2,2,0,4000000.0,181283; 259390,NA-Purchase of hospital equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_1199000.0_constructionofroomsandhal,west bengal,2,2,2,2,1199000.0,181309; 62679,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_1480000.0_constructionofbuildingsfo,tamil nadu,2,1,1,2,1480000.0,181602; 208215,Construction of buildings for crèches and anganwadies,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_495000.0_constructionoffootpathsan,gujarat,2,1,1,1,495000.0,181741; 276459,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_1600000.0_establishingpublicgroundw,west bengal,2,1,1,1,1600000.0,181862; 188566,Establishing public ground water recharging facilities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_1200000.0_nacrematoriumsenergyeffic,kerala,2,1,1,0,1200000.0,181896; 268365,NA-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_1500000.0_naconstructionoffootpaths,kerala,2,2,2,0,1500000.0,181897; 237189,NA-Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_698000.0_installingcommunitydrinki,maharashtra,2,2,2,2,698000.0,182072; 109770,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_4000000.0_constructionofcommunityce,andhra pradesh,2,2,2,0,4000000.0,182173; 242689,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_500000.0_installationoffixedgarden,telangana,2,2,2,1,500000.0,182181; 186858,Installation of fixed garden gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_5000000.0_purchaseofhospitalequipme,gujarat,2,1,1,2,5000000.0,182275; 239127,Purchase of hospital equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_2500000.0_crematoriumsenergyefficie,andhra pradesh,2,2,2,2,2500000.0,182352; 218029,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_50000.0_naconstructionofroadslink,karnataka,2,1,1,0,50000.0,182353; 182354,"NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_600000.0_constructionoffootpathsan,madhya pradesh,2,2,2,2,600000.0,182533; 302555,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_307000.0_constructionoffootpathsan,kerala,2,2,1,2,307000.0,182588; 130234,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_800000.0_constructionoffootpathsan,kerala,2,2,2,0,800000.0,182623; 284107,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_74000.0_fittingofsittingrccbenche,delhi,2,1,1,1,74000.0,182637; 182646,Fitting of Sitting RCC Benches in Public Places,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_628000.0_developmentofpublicparks,delhi,2,1,1,1,628000.0,182638; 182639,Development of public parks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
delhi_640000.0_lightingofpublicspaces,delhi,2,2,1,2,640000.0,182652; 213274,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_350000.0_constructionoffootpathsan,kerala,2,1,1,1,350000.0,182702; 283080,Construction of footpaths and pedestrian ways,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_300000.0_constructionofbuildingfor,gujarat,2,1,1,1,300000.0,182751; 182752,Construction of building for artificial insemination and breeding centers,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_400000.0_installingcommunitydrinki,odisha,2,1,1,0,400000.0,182759; 182760,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_550000.0_constructionofroadslinkro,gujarat,2,2,2,0,550000.0,182840; 263103,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_284000.0_constructionofroadslinkro,kerala,2,2,2,2,284000.0,183172; 171015,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_300000.0_constructionofstadiums,jharkhand,2,2,2,1,300000.0,183288; 231002,Construction of stadiums,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_501000.0_crematoriumsenergyefficie,uttar pradesh,2,2,1,2,501000.0,183362; 115464,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_164000.0_constructionofroadslinkro,west bengal,2,2,2,1,164000.0,183388; 226344,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1525000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1525000.0,183407; 26003,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
andhra pradesh_280000.0_improvementofelectricityd,andhra pradesh,2,2,2,0,280000.0,183409; 9821,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1275000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1275000.0,183412; 224559,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_473000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,473000.0,183453; 55467,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_211000.0_installingtubewellsandbor,west bengal,2,2,2,2,211000.0,183462; 84551,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_176000.0_installingtubewellsandbor,west bengal,2,1,1,2,176000.0,183471; 249234,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
meghalaya_500000.0_constructionofpublictoile,meghalaya,2,2,2,2,500000.0,183495; 87750,Construction of public toilets and bathrooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_1500000.0_developmentofpublicparks,west bengal,2,2,2,0,1500000.0,183498; 212613,Development of public parks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
meghalaya_500000.0_constructionofpublicirrig,meghalaya,2,1,1,2,500000.0,183592; 183593,Construction of public irrigation facilities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_300000.0_installationoffixedgarden,telangana,2,2,2,1,300000.0,183631; 167678,Installation of fixed garden gym equipment,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
rajasthan_500000.0_securitygatesinstreetspub,rajasthan,2,1,1,2,500000.0,183837; 183842,Security gates in streets/public place for safety purpose,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_432000.0_lightingofpublicspaces,west bengal,2,1,1,1,432000.0,183886; 183976,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_424000.0_lightingofpublicspaces,west bengal,2,2,2,2,424000.0,183896; 122219,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
west bengal_352000.0_lightingofpublicspaces,west bengal,2,2,2,2,352000.0,183910; 120664,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_1200000.0_constructionofcommunityce,kerala,2,2,2,0,1200000.0,184002; 282666,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_5000000.0_constructionofbuildingsfo,telangana,2,2,1,1,5000000.0,184093; 87171,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
maharashtra_490000.0_constructionofboundarywal,maharashtra,2,2,2,2,490000.0,184183; 165516,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1213000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1213000.0,184201; 187507,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_752000.0_constructionofroadslinkro,kerala,2,2,2,2,752000.0,184210; 131015,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
haryana_100000.0_nainstallingcommunitydrin,haryana,2,2,2,0,100000.0,184502; 315282,NA-Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
telangana_120000.0_constructionofroadslinkro,telangana,2,2,2,2,120000.0,184570; 120389,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_2200000.0_constructionofbuildingsfo,tamil nadu,2,2,2,2,2200000.0,184624; 46674,Construction of buildings for crèches and anganwadies,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_3000000.0_providingdrainsandgutters,tamil nadu,2,2,2,2,3000000.0,184627; 44686,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
chhattisgarh_950000.0_constructionofbuildingsfo,chhattisgarh,2,2,2,2,950000.0,184895; 15572,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_449000.0_constructionofroadslinkro,gujarat,2,2,2,2,449000.0,185060; 248526,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_170000.0_fittingofsittingrccbenche,gujarat,2,2,2,1,170000.0,185254; 85255,Fitting of Sitting RCC Benches in Public Places,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_95000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,95000.0,185260; 56759,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
gujarat_299000.0_constructionofcommonworks,gujarat,2,2,2,2,299000.0,185346; 82680,Construction of common work sheds/ common covered sitting area,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jammu and kashmir_300000.0_providingdrainsandgutters,jammu and kashmir,2,2,2,2,300000.0,185395; 56186,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jammu and kashmir_250000.0_providingdrainsandgutters,jammu and kashmir,2,2,2,1,250000.0,185398; 60394,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_226000.0_constructionofroadslinkro,kerala,2,2,2,2,226000.0,185470; 43737,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_50000.0_lightingofpublicspaces,odisha,2,1,1,1,50000.0,185501; 185502,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_511000.0_constructionofroadslinkro,jharkhand,2,1,1,1,511000.0,185520; 185532,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_584000.0_constructionofroadslinkro,jharkhand,2,1,1,1,584000.0,185531; 185539,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
